"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","RecvdWt_kg_WEI-21"
"EVE-20-03","779525","51.75","53.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.86","Aristeo.Nuñez","13/03/2020","5.85"
"EVE-20-03","779526","53.25","54.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.43","Aristeo.Nuñez","13/03/2020","5.41"
"EVE-20-03","779528","54.75","56.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.25","Aristeo.Nuñez","13/03/2020","5.23"
"EVE-20-03","779529","56.25","57.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.33","Aristeo.Nuñez","13/03/2020","5.30"
"EVE-20-03","779530","57.75","59.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.91","Aristeo.Nuñez","13/03/2020","5.90"
"EVE-20-03","779531","59.25","60.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.305","Aristeo.Nuñez","13/03/2020","4.29"
"EVE-20-03","779532","60.75","62.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.63","Aristeo.Nuñez","13/03/2020","5.62"
"EVE-20-03","779533","62.25","63.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.21","Aristeo.Nuñez","13/03/2020","5.20"
"EVE-20-03","779534","63.75","65.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.575","Aristeo.Nuñez","13/03/2020","5.56"
"EVE-20-03","779535","65.25","66.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.79","Aristeo.Nuñez","13/03/2020","4.77"
"EVE-20-03","779537","66.75","68.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.59","Aristeo.Nuñez","13/03/2020","5.58"
"EVE-20-03","779538","68.25","69.75","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.11","Aristeo.Nuñez","13/03/2020","5.09"
"EVE-20-03","779539","69.75","71.25","1.5","0","","ALS","EVE2003_Batch_011","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.906","Aristeo.Nuñez","13/03/2020","4.90"
"EVE-20-03","779540","71.25","72.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.685","Aristeo.Nuñez","13/03/2020","4.66"
"EVE-20-03","779541","72.75","74.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.1","Aristeo.Nuñez","13/03/2020","5.08"
"EVE-20-03","779542","74.25","75.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.925","Aristeo.Nuñez","13/03/2020","4.91"
"EVE-20-03","779543","75.75","77.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.48","Aristeo.Nuñez","13/03/2020","4.46"
"EVE-20-03","779544","77.25","78.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.29","Aristeo.Nuñez","13/03/2020","4.28"
"EVE-20-03","779545","78.75","80.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.93","Aristeo.Nuñez","13/03/2020","4.91"
"EVE-20-03","779548","80.25","81.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.835","Aristeo.Nuñez","13/03/2020","5.83"
"EVE-20-03","779549","81.75","83.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.34","Aristeo.Nuñez","13/03/2020","4.33"
"EVE-20-03","779550","83.25","84.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.935","Aristeo.Nuñez","13/03/2020","4.93"
"EVE-20-03","779551","84.75","86.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.895","Aristeo.Nuñez","13/03/2020","4.88"
"EVE-20-03","779552","86.25","87.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.035","Aristeo.Nuñez","13/03/2020","5.02"
"EVE-20-03","779553","87.75","89.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.38","Aristeo.Nuñez","13/03/2020","5.38"
"EVE-20-03","779554","89.25","90.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.925","Aristeo.Nuñez","13/03/2020","4.92"
"EVE-20-03","779555","90.75","92.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.22","Aristeo.Nuñez","13/03/2020","5.21"
"EVE-20-03","779556","92.25","93.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.94","Aristeo.Nuñez","13/03/2020","4.94"
"EVE-20-03","779558","93.75","95.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.305","Aristeo.Nuñez","13/03/2020","4.31"
"EVE-20-03","779559","95.25","96.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.94","Aristeo.Nuñez","13/03/2020","4.94"
"EVE-20-03","779560","96.75","98.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.385","Aristeo.Nuñez","13/03/2020","5.38"
"EVE-20-03","779561","98.25","99.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","6.065","Aristeo.Nuñez","13/03/2020","6.07"
"EVE-20-03","779562","99.75","101.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.03","Aristeo.Nuñez","13/03/2020","5.02"
"EVE-20-03","779563","101.25","102.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","6.17","Aristeo.Nuñez","13/03/2020","6.18"
"EVE-20-03","779564","102.75","104.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.99","Aristeo.Nuñez","13/03/2020","5.99"
"EVE-20-03","779565","104.25","105.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_QuarterSplit","2.185","Aristeo.Nuñez","13/03/2020","2.18"
"EVE-20-03","779567","105.75","107.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","6.56","Aristeo.Nuñez","13/03/2020","6.57"
"EVE-20-03","779568","107.25","108.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.31","Aristeo.Nuñez","13/03/2020","5.31"
"EVE-20-03","779570","108.75","110.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.565","Aristeo.Nuñez","13/03/2020","4.56"
"EVE-20-03","779571","110.25","111.75","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.79","Aristeo.Nuñez","13/03/2020","5.79"
"EVE-20-03","779572","111.75","113.25","1.5","0","","ALS","EVE2003_Batch_012","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.065","Aristeo.Nuñez","14/03/2020","4.07"
"EVE-20-03","779573","113.25","114.75","1.5","0","","ALS","EVE2003_Batch_013","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.565","Aristeo.Nuñez","14/03/2020","4.57"
"EVE-20-03","779574","114.75","116.25","1.5","0","","ALS","EVE2003_Batch_013","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.355","Aristeo.Nuñez","14/03/2020","4.36"
"EVE-20-03","779575","116.25","117.75","1.5","0","","ALS","EVE2003_Batch_013","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","4.86","Aristeo.Nuñez","14/03/2020","4.86"
"EVE-20-03","779578","117.75","119.25","1.5","0","","ALS","EVE2003_Batch_013","HE20068264 - Finalized","22/03/2020","Core_HalfSplit","5.305","Aristeo.Nuñez","14/03/2020","5.30"
